archive_date,adult_child,speciality,wait_0_6m,wait_6_12m,wait_12_18m,wait_18m_plus,total_waiting,Year,Month,pct_over_12m
24/04/2025,Adult,Dermatology,27335,14270,6317,5791,53713,2025,4,22.54202893
24/04/2025,Adult,Infectious Diseases,920,256,65,172,1413,2025,4,16.77282378
24/04/2025,Adult,Gastro-Enterology,12213,4477,1156,390,18236,2025,4,8.477736346
24/04/2025,Adult,Metabolic Medicine,90,39,2,0,131,2025,4,1.526717557
24/04/2025,Adult,Maxillo-Facial,2298,282,127,24,2730,2025,4,5.531135531
24/04/2025,Adult,Psychiatry,396,96,29,2,523,2025,4,5.927342256
24/04/2025,Adult,Plastic Surgery,7807,2545,901,2171,13424,2025,4,22.88438617
24/04/2025,Adult,Pathology,44,49,39,46,178,2025,4,47.75280899
24/04/2025,Adult,Pain Relief,6884,4406,1849,1061,14200,2025,4,20.49295775
24/04/2025,Adult,Paediatrics,40,51,54,14,160,2025,4,42.5
24/04/2025,Adult,Paediatric Neurology,4,4,4,24,37,2025,4,75.67567568
24/04/2025,Adult,Paed Cardiology,4,4,14,6,28,2025,4,71.42857143
24/04/2025,Adult,Radiotherapy,29,0,0,0,29,2025,4,0
24/04/2025,Adult,Orthopaedics,38062,18005,5281,2855,64204,2025,4,12.67210766
24/04/2025,Adult,Ophthalmology,17985,8322,4239,4861,35407,2025,4,25.70113254
24/04/2025,Adult,Oncology,642,17,0,0,660,2025,4,0
24/04/2025,Adult,Obstetrics,23,0,0,0,23,2025,4,0
24/04/2025,Adult,Neurosurgery,4398,3250,1723,1727,11098,2025,4,31.08668229
24/04/2025,Adult,Neurology,10943,5564,2902,2374,21783,2025,4,24.22072258
24/04/2025,Adult,Nephrology,2574,790,213,151,3729,2025,4,9.761330115
24/04/2025,Adult,Otolaryngology (ENT),20700,8555,2780,2488,34523,2025,4,15.25939229
29/05/2025,Child,Orthopaedics,1312,520,167,383,2381,2025,5,23.09953801
29/05/2025,Child,Ophthalmology,1972,626,300,449,3348,2025,5,22.37156511
29/05/2025,Child,Maxillo-Facial,273,69,7,0,349,2025,5,2.005730659
29/05/2025,Child,Immunology,178,117,37,24,356,2025,5,17.13483146
29/05/2025,Child,Haematology,24,2,2,0,27,2025,5,7.407407407
29/05/2025,Child,Gynaecology,441,119,83,12,655,2025,5,14.50381679
29/05/2025,Child,General Surgery,777,235,51,4,1066,2025,5,5.159474672
29/05/2025,Child,Clinical Immunology,432,190,140,61,823,2025,5,24.42284326
29/05/2025,Child,Dermatology,1892,904,549,689,4034,2025,5,30.68914229
29/05/2025,Child,Dental Surgery,139,101,70,86,396,2025,5,39.39393939
29/05/2025,Child,Clinical (Medical) Genetics,50,11,21,2,84,2025,5,27.38095238
29/05/2025,Child,Cardio-Thoracic Surgery,23,0,2,0,25,2025,5,8
29/05/2025,Adult,Vascular Surgery,8012,2932,1037,704,12685,2025,5,13.7248719
29/05/2025,Adult,Urology,14074,5645,1653,1341,22713,2025,5,13.18187822
29/05/2025,Child,Otolaryngology (ENT),4768,2127,1048,505,8448,2025,5,18.38304924
29/05/2025,Child,Developmental Paediatrics,369,161,42,63,635,2025,5,16.53543307
29/05/2025,Child,Paed Cardiology,2227,820,129,87,3263,2025,5,6.619675146
29/05/2025,Adult,Small Volume Specialties,477,77,21,6,581,2025,5,4.647160069
29/05/2025,Child,Paed Gastro-Enterol,641,196,82,129,1048,2025,5,20.13358779
29/05/2025,Child,Urology,1026,596,282,96,2000,2025,5,18.9
29/05/2025,Child,Rheumatology,282,126,64,153,625,2025,5,34.72
29/05/2025,Child,Plastic Surgery,779,258,97,116,1250,2025,5,17.04
29/05/2025,Child,Pain Relief,49,12,2,0,63,2025,5,3.174603175
29/05/2025,Child,Paediatrics,12418,3900,1563,420,18301,2025,5,10.83547347
29/05/2025,Child,Paediatric Urology,969,590,170,10,1739,2025,5,10.35077631
29/05/2025,Child,Paediatric Surgery,1281,343,35,2,1661,2025,5,2.227573751
29/05/2025,Child,Paed Endocrinology,477,200,53,2,732,2025,5,7.513661202
29/05/2025,Child,Paediatric Respiratory Medicine,880,427,181,92,1580,2025,5,17.27848101
29/05/2025,Child,Paediatric Neurology,804,405,380,181,1770,2025,5,31.69491525
29/05/2025,Child,Paediatric Infectious Diseases,32,0,4,2,38,2025,5,15.78947368
29/05/2025,Child,Paediatric ENT,2709,1381,996,695,5782,2025,5,29.24593566
29/05/2025,Child,Paediatric Dermatology,2653,1806,1135,986,6580,2025,5,32.23404255
29/05/2025,Child,Paed Orthopaedic,1756,725,382,657,3520,2025,5,29.51704545
29/05/2025,Child,Paed Nephrology,260,124,69,96,549,2025,5,30.05464481
29/05/2025,Child,Paed Haematology,250,69,2,0,321,2025,5,0.62305296
29/05/2025,Child,Paediatric Neurosurgery,62,2,0,0,64,2025,5,0
29/05/2025,Adult,Rheumatology,8263,2783,1063,496,12605,2025,5,12.36810789
29/05/2025,Child,Small Volume Specialties,511,105,25,22,663,2025,5,7.088989442
29/05/2025,Adult,Radiotherapy,45,0,0,0,45,2025,5,0
29/05/2025,Adult,Gynaecology,24205,5854,920,38,31017,2025,5,3.088628816
29/05/2025,Adult,Geriatric Medicine,3591,569,86,28,4274,2025,5,2.667290594
29/05/2025,Adult,General Surgery,26899,4318,863,190,32270,2025,5,3.263092656
29/05/2025,Adult,General Medicine,7055,2736,790,875,11455,2025,5,14.53513749
29/05/2025,Adult,Gastro-Intestinal Surgery,459,106,24,0,589,2025,5,4.074702886
29/05/2025,Adult,Gastro-Enterology,12410,4431,1219,432,18492,2025,5,8.928185161
29/05/2025,Adult,Endocrinology,8957,3892,2145,5608,20602,2025,5,37.63226871
29/05/2025,Adult,Haematology,6749,2632,939,394,10714,2025,5,12.44166511
29/05/2025,Adult,Diabetes Mellitus,1235,328,115,26,1705,2025,5,8.269794721
29/05/2025,Adult,Clinical Immunology,1569,1095,737,369,3770,2025,5,29.33687003
29/05/2025,Adult,Clinical (Medical) Genetics,841,759,398,797,2795,2025,5,42.7549195
29/05/2025,Adult,Chemical Pathology,46,45,2,0,94,2025,5,2.127659574
29/05/2025,Adult,Cardiology,23117,10664,2975,1810,38566,2025,5,12.40730177
29/05/2025,Adult,Cardio-Thoracic Surgery,341,48,20,10,420,2025,5,7.142857143
29/05/2025,Adult,Breast Surgery,2680,13,0,0,2693,2025,5,0
29/05/2025,Adult,Respiratory Medicine,13300,6553,3170,2109,25132,2025,5,21.00509311
29/05/2025,Adult,Dermatology,28176,13817,6716,5885,54594,2025,5,23.08129098
29/05/2025,Adult,Hepato-Biliary Surgery,101,44,10,0,155,2025,5,6.451612903
29/05/2025,Adult,Anaesthetics,43,5,0,0,48,2025,5,0
29/05/2025,Adult,Maxillo-Facial,2445,331,116,13,2906,2025,5,4.439091535
29/05/2025,Adult,Psychiatry,366,90,37,2,495,2025,5,7.878787879
29/05/2025,Adult,Plastic Surgery,8033,2293,949,2065,13339,2025,5,22.59539696
29/05/2025,Adult,Pathology,58,48,36,56,198,2025,5,46.46464646
29/05/2025,Adult,Pain Relief,6754,4386,1977,1147,14264,2025,5,21.90128996
29/05/2025,Adult,Infectious Diseases,929,224,45,160,1358,2025,5,15.09572901
29/05/2025,Adult,Paediatric Neurology,9,4,7,14,34,2025,5,61.76470588
29/05/2025,Adult,Paed Cardiology,4,4,13,7,28,2025,5,71.42857143
29/05/2025,Adult,Otolaryngology (ENT),20836,8722,2810,2495,34863,2025,5,15.21670539
29/05/2025,Adult,Paediatrics,42,54,47,18,161,2025,5,40.37267081
29/05/2025,Adult,Ophthalmology,19022,8658,4405,4725,36811,2025,5,24.80236886
29/05/2025,Adult,Oncology,563,20,2,0,585,2025,5,0.341880342
29/05/2025,Adult,Obstetrics,56,0,0,0,56,2025,5,0
29/05/2025,Adult,Neurosurgery,4450,2906,1764,1280,10400,2025,5,29.26923077
29/05/2025,Adult,Neurology,10989,5187,2904,2313,21393,2025,5,24.38648156
29/05/2025,Adult,Nephrology,2652,801,201,150,3804,2025,5,9.227129338
29/05/2025,Adult,Metabolic Medicine,88,46,2,0,136,2025,5,1.470588235
29/05/2025,Adult,Orthopaedics,38015,17641,5385,2856,63897,2025,5,12.89731912
26/06/2025,Child,Otolaryngology (ENT),4722,2152,1063,500,8437,2025,6,18.52554225
26/06/2025,Child,Orthopaedics,1302,545,171,389,2407,2025,6,23.2654757
26/06/2025,Child,Ophthalmology,2021,607,291,449,3367,2025,6,21.97802198
26/06/2025,Child,Maxillo-Facial,234,82,11,0,326,2025,6,3.374233129
26/06/2025,Child,Immunology,205,89,32,28,354,2025,6,16.94915254
26/06/2025,Child,Haematology,20,0,3,0,23,2025,6,13.04347826
26/06/2025,Child,Gynaecology,397,114,82,14,608,2025,6,15.78947368
26/06/2025,Adult,Vascular Surgery,8455,2756,1110,681,13002,2025,6,13.77480388
26/06/2025,Child,Developmental Paediatrics,397,149,39,73,657,2025,6,17.04718417
26/06/2025,Child,Dermatology,1822,902,560,713,3997,2025,6,31.84888666
26/06/2025,Child,Dental Surgery,144,86,89,82,401,2025,6,42.64339152
26/06/2025,Child,Clinical Immunology,427,205,138,68,838,2025,6,24.5823389
26/06/2025,Child,Clinical (Medical) Genetics,43,4,21,0,67,2025,6,31.34328358
26/06/2025,Child,Cardio-Thoracic Surgery,21,2,0,0,22,2025,6,0
26/06/2025,Child,Paed Cardiology,2172,771,113,98,3154,2025,6,6.689917565
26/06/2025,Adult,Urology,14304,5880,1636,1412,23232,2025,6,13.11983471
26/06/2025,Child,General Surgery,734,240,58,4,1036,2025,6,5.984555985
26/06/2025,Child,Paed Endocrinology,493,202,64,6,765,2025,6,9.150326797
26/06/2025,Child,Paediatric Neurology,789,392,353,197,1731,2025,6,31.77354131
26/06/2025,Child,Paed Haematology,252,64,0,0,316,2025,6,0
26/06/2025,Child,Urology,1013,605,312,113,2043,2025,6,20.80274107
26/06/2025,Adult,Small Volume Specialties,360,65,20,2,447,2025,6,4.921700224
26/06/2025,Child,Small Volume Specialties,532,126,25,12,696,2025,6,5.316091954
26/06/2025,Child,Plastic Surgery,817,282,99,111,1309,2025,6,16.04278075
26/06/2025,Child,Pain Relief,52,11,2,0,65,2025,6,3.076923077
26/06/2025,Child,Paediatrics,12474,3769,1397,440,18080,2025,6,10.16039823
26/06/2025,Child,Paediatric Urology,981,632,207,12,1832,2025,6,11.95414847
26/06/2025,Child,Paed Gastro-Enterol,587,189,82,127,985,2025,6,21.21827411
26/06/2025,Child,Paediatric Surgery,1252,272,37,2,1563,2025,6,2.495201536
26/06/2025,Child,Paediatric Neurosurgery,58,0,0,0,58,2025,6,0
26/06/2025,Child,Paediatric Infectious Diseases,19,0,4,2,24,2025,6,25
26/06/2025,Child,Paediatric ENT,2620,1406,940,692,5658,2025,6,28.84411453
26/06/2025,Child,Paediatric Dermatology,2802,1723,1211,1051,6786,2025,6,33.33333333
26/06/2025,Child,Paed Orthopaedic,1760,701,406,646,3513,2025,6,29.94591517
26/06/2025,Child,Paed Nephrology,255,136,66,92,549,2025,6,28.77959927
26/06/2025,Child,Paed Metabolic Medicine,19,2,2,0,22,2025,6,9.090909091
26/06/2025,Child,Paediatric Respiratory Medicine,870,427,195,83,1575,2025,6,17.65079365
26/06/2025,Adult,Rheumatology,8651,2803,1188,512,13155,2025,6,12.92284303
26/06/2025,Child,Rheumatology,284,126,71,149,630,2025,6,34.92063492
26/06/2025,Adult,Radiotherapy,55,0,0,0,55,2025,6,0
26/06/2025,Adult,Gynaecology,24962,5790,881,43,31675,2025,6,2.917127072
26/06/2025,Adult,Geriatric Medicine,3791,507,116,24,4439,2025,6,3.153863483
26/06/2025,Adult,General Surgery,27571,4185,970,216,32941,2025,6,3.600376431
26/06/2025,Adult,General Medicine,7174,2821,856,861,11711,2025,6,14.66142943
26/06/2025,Adult,Gastro-Intestinal Surgery,564,105,25,0,694,2025,6,3.602305476
26/06/2025,Adult,Gastro-Enterology,12761,4609,1159,387,18916,2025,6,8.172975259
26/06/2025,Adult,Diabetes Mellitus,1365,294,111,20,1790,2025,6,7.318435754
26/06/2025,Adult,Haematology,7015,2735,1018,425,11193,2025,6,12.89198606
26/06/2025,Adult,Dermatology,29465,13451,7175,6013,56104,2025,6,23.50634536
26/06/2025,Adult,Clinical (Medical) Genetics,887,753,413,810,2863,2025,6,42.71742927
26/06/2025,Adult,Chemical Pathology,44,51,0,0,95,2025,6,0
26/06/2025,Adult,Cardiology,23655,10720,3188,1761,39323,2025,6,12.58550975
26/06/2025,Adult,Cardio-Thoracic Surgery,335,54,19,12,420,2025,6,7.380952381
26/06/2025,Adult,Breast Surgery,2986,11,2,0,2999,2025,6,0.066688896
26/06/2025,Adult,Anaesthetics,61,5,2,0,68,2025,6,2.941176471
26/06/2025,Adult,Respiratory Medicine,13715,6344,3231,2128,25418,2025,6,21.08348415
26/06/2025,Adult,Clinical Immunology,1639,1155,761,325,3880,2025,6,27.98969072
26/06/2025,Adult,Hepato-Biliary Surgery,115,43,20,0,178,2025,6,11.23595506
26/06/2025,Adult,Endocrinology,9419,3851,2268,5712,21250,2025,6,37.55294118
26/06/2025,Adult,Maxillo-Facial,2271,452,109,19,2851,2025,6,4.489652753
26/06/2025,Adult,Infectious Diseases,995,196,38,123,1352,2025,6,11.90828402
26/06/2025,Adult,Psychiatry,429,84,42,4,558,2025,6,8.243727599
26/06/2025,Adult,Plastic Surgery,8959,2436,935,2113,14444,2025,6,21.10218776
26/06/2025,Adult,Pathology,43,40,41,55,179,2025,6,53.63128492
26/06/2025,Adult,Pain Relief,7054,4391,1993,1160,14598,2025,6,21.59884916
26/06/2025,Adult,Paediatrics,47,48,46,18,159,2025,6,40.25157233
26/06/2025,Adult,Paediatric Neurology,6,7,2,7,21,2025,6,42.85714286
26/06/2025,Adult,Paed Cardiology,2,4,12,10,29,2025,6,75.86206897
26/06/2025,Adult,Otolaryngology (ENT),21318,9067,2786,2362,35533,2025,6,14.48794079
26/06/2025,Adult,Radiology,19,7,0,0,26,2025,6,0
26/06/2025,Adult,Ophthalmology,19666,8714,4601,4517,37498,2025,6,24.31596352
26/06/2025,Adult,Oncology,659,27,0,0,686,2025,6,0
26/06/2025,Adult,Obstetrics,46,0,0,0,46,2025,6,0
26/06/2025,Adult,Neurosurgery,4931,3064,2045,1084,11124,2025,6,28.12837109
26/06/2025,Adult,Neurology,11333,5222,2960,2444,21959,2025,6,24.60949952
26/06/2025,Adult,Nephrology,2744,797,199,131,3872,2025,6,8.522727273
26/06/2025,Adult,Metabolic Medicine,92,48,5,0,145,2025,6,3.448275862
26/06/2025,Adult,Orthopaedics,39191,17404,6030,2944,65569,2025,6,13.68634568
31/07/2025,Child,Paed Cardiology,2212,750,123,97,3181,2025,7,6.916064131
31/07/2025,Child,Otolaryngology (ENT),4798,2034,1038,423,8292,2025,7,17.61939219
31/07/2025,Child,Orthopaedics,1331,493,184,379,2387,2025,7,23.58609133
31/07/2025,Child,Ophthalmology,2069,614,245,429,3356,2025,7,20.08343266
31/07/2025,Child,Maxillo-Facial,262,78,20,0,360,2025,7,5.555555556
31/07/2025,Child,Immunology,199,79,34,29,341,2025,7,18.47507331
31/07/2025,Child,Haematology,20,0,3,0,23,2025,7,13.04347826
31/07/2025,Child,Gynaecology,363,110,77,16,566,2025,7,16.43109541
31/07/2025,Child,Clinical Immunology,399,215,136,74,824,2025,7,25.48543689
31/07/2025,Child,Developmental Paediatrics,432,106,37,75,650,2025,7,17.23076923
31/07/2025,Child,Dermatology,1599,745,549,729,3622,2025,7,35.28437327
31/07/2025,Child,Dental Surgery,167,75,102,67,411,2025,7,41.11922141
31/07/2025,Child,Clinical (Medical) Genetics,33,12,12,2,59,2025,7,23.72881356
31/07/2025,Child,Cardio-Thoracic Surgery,19,2,0,0,21,2025,7,0
31/07/2025,Adult,Vascular Surgery,9657,2670,1228,499,14054,2025,7,12.28831649
31/07/2025,Adult,Urology,14831,5857,2127,1401,24216,2025,7,14.56888008
31/07/2025,Child,General Surgery,768,208,60,6,1043,2025,7,6.327900288
31/07/2025,Child,Paed Endocrinology,523,187,74,2,786,2025,7,9.669211196
31/07/2025,Child,Urology,1023,597,330,132,2082,2025,7,22.19020173
31/07/2025,Child,Paed Haematology,257,42,2,0,301,2025,7,0.664451827
31/07/2025,Child,Small Volume Specialties,550,147,24,12,732,2025,7,4.918032787
31/07/2025,Child,Rheumatology,293,132,81,147,653,2025,7,34.91577335
31/07/2025,Child,Plastic Surgery,839,275,102,112,1327,2025,7,16.12660136
31/07/2025,Child,Pain Relief,53,12,2,0,67,2025,7,2.985074627
31/07/2025,Child,Paediatrics,12681,3404,1234,440,17760,2025,7,9.425675676
31/07/2025,Child,Paediatric Urology,756,526,185,6,1473,2025,7,12.96673456
31/07/2025,Child,Paediatric Surgery,1458,289,95,2,1843,2025,7,5.263157895
31/07/2025,Child,Paed Gastro-Enterol,604,181,99,124,1008,2025,7,22.12301587
31/07/2025,Child,Paediatric Respiratory Medicine,839,392,200,76,1507,2025,7,18.31453218
31/07/2025,Child,Paediatric Neurology,844,399,320,223,1786,2025,7,30.4031355
31/07/2025,Child,Paediatric Infectious Diseases,23,2,2,2,29,2025,7,13.79310345
31/07/2025,Child,Paediatric ENT,2686,1143,853,584,5266,2025,7,27.28826434
31/07/2025,Child,Paediatric Dermatology,3096,1762,1313,1116,7287,2025,7,33.33333333
31/07/2025,Child,Paed Orthopaedic,1716,692,436,614,3458,2025,7,30.36437247
31/07/2025,Child,Paed Nephrology,266,143,63,91,563,2025,7,27.35346359
31/07/2025,Child,Paed Metabolic Medicine,23,0,2,0,25,2025,7,8
31/07/2025,Child,Paediatric Neurosurgery,65,0,0,0,65,2025,7,0
31/07/2025,Adult,Small Volume Specialties,516,81,26,4,628,2025,7,4.777070064
31/07/2025,Adult,Respiratory Medicine,14050,6104,3382,2168,25704,2025,7,21.59197012
31/07/2025,Adult,Radiotherapy,47,0,0,0,47,2025,7,0
31/07/2025,Adult,Geriatric Medicine,3759,521,140,19,4440,2025,7,3.581081081
31/07/2025,Adult,General Surgery,27863,3977,1041,208,33090,2025,7,3.774554246
31/07/2025,Adult,General Medicine,7514,2724,950,903,12091,2025,7,15.32544868
31/07/2025,Adult,Gastro-Intestinal Surgery,682,78,50,0,810,2025,7,6.172839506
31/07/2025,Adult,Gastro-Enterology,14046,4333,1267,398,20044,2025,7,8.306725205
31/07/2025,Adult,Diabetes Mellitus,1494,252,101,14,1862,2025,7,6.176154672
31/07/2025,Adult,Dermatology,31125,13017,8063,6252,58457,2025,7,24.48808526
31/07/2025,Adult,Clinical Immunology,1793,1077,744,288,3902,2025,7,26.4479754
31/07/2025,Adult,Clinical (Medical) Genetics,957,706,442,813,2918,2025,7,43.00891021
31/07/2025,Adult,Chemical Pathology,54,40,9,0,103,2025,7,8.737864078
31/07/2025,Adult,Cardiology,25028,10357,3355,1677,40418,2025,7,12.44989856
31/07/2025,Adult,Cardio-Thoracic Surgery,317,47,19,16,399,2025,7,8.771929825
31/07/2025,Adult,Breast Surgery,3379,6,0,0,3385,2025,7,0
31/07/2025,Adult,Anaesthetics,42,7,2,0,51,2025,7,3.921568627
31/07/2025,Adult,Rheumatology,8615,2659,1370,539,13183,2025,7,14.48077069
31/07/2025,Adult,Gynaecology,26317,5588,904,39,32848,2025,7,2.870798831
31/07/2025,Adult,Haematology,7333,2681,1056,496,11566,2025,7,13.41864084
31/07/2025,Adult,Endocrinology,9984,3634,2408,5752,21777,2025,7,37.470726
31/07/2025,Adult,Infectious Diseases,1001,175,30,113,1319,2025,7,10.84154663
31/07/2025,Adult,Hepato-Biliary Surgery,109,49,20,2,180,2025,7,12.22222222
31/07/2025,Adult,Plastic Surgery,10068,2393,952,2031,15444,2025,7,19.31494431
31/07/2025,Adult,Pathology,55,40,41,60,196,2025,7,51.53061224
31/07/2025,Adult,Pain Relief,7352,4175,2140,1163,14830,2025,7,22.27242077
31/07/2025,Adult,Paediatrics,55,51,38,22,166,2025,7,36.14457831
31/07/2025,Adult,Paed Cardiology,0,4,15,9,28,2025,7,85.71428571
31/07/2025,Adult,Otolaryngology (ENT),21709,8667,2849,2066,35291,2025,7,13.92706356
31/07/2025,Adult,Orthopaedics,41200,16872,6863,3035,67970,2025,7,14.5623069
31/07/2025,Adult,Psychiatry,401,74,32,2,509,2025,7,6.679764244
31/07/2025,Adult,Oncology,708,10,5,0,723,2025,7,0.691562932
31/07/2025,Adult,Obstetrics,114,0,0,0,114,2025,7,0
31/07/2025,Adult,Neurosurgery,5049,3066,2264,945,11324,2025,7,28.33804309
31/07/2025,Adult,Neurology,11709,5093,3099,2351,22252,2025,7,24.49218048
31/07/2025,Adult,Nephrology,2906,790,209,98,4004,2025,7,7.667332667
31/07/2025,Adult,Metabolic Medicine,77,49,8,0,134,2025,7,5.970149254
31/07/2025,Adult,Maxillo-Facial,2567,477,126,10,3180,2025,7,4.27672956
31/07/2025,Adult,Ophthalmology,20694,8236,4539,4192,37661,2025,7,23.18313375
28/08/2025,Child,Otolaryngology (ENT),4751,2133,955,438,8277,2025,8,16.82976924
28/08/2025,Child,Orthopaedics,1315,494,195,385,2388,2025,8,24.2881072
28/08/2025,Child,Ophthalmology,2120,659,252,387,3418,2025,8,18.69514336
28/08/2025,Child,Maxillo-Facial,254,90,21,0,365,2025,8,5.753424658
28/08/2025,Child,Immunology,222,94,35,28,379,2025,8,16.62269129
28/08/2025,Child,Gynaecology,355,120,74,18,567,2025,8,16.22574956
28/08/2025,Child,General Surgery,710,255,63,3,1031,2025,8,6.401551891
28/08/2025,Child,Urology,1020,600,341,167,2128,2025,8,23.87218045
28/08/2025,Child,Dermatology,1524,768,572,754,3618,2025,8,36.65008292
28/08/2025,Child,Dental Surgery,195,71,104,64,434,2025,8,38.70967742
28/08/2025,Child,Clinical (Medical) Genetics,42,5,7,2,57,2025,8,15.78947368
28/08/2025,Child,Cardio-Thoracic Surgery,24,0,0,0,24,2025,8,0
28/08/2025,Adult,Vascular Surgery,10087,2842,1355,478,14762,2025,8,12.41701666
28/08/2025,Adult,Urology,14770,6129,2172,1474,24545,2025,8,14.85434915
28/08/2025,Child,Paed Cardiology,2190,877,120,97,3284,2025,8,6.607795371
28/08/2025,Child,Developmental Paediatrics,466,102,31,51,650,2025,8,12.61538462
28/08/2025,Child,Paed Endocrinology,543,192,64,2,801,2025,8,8.239700375
28/08/2025,Adult,Small Volume Specialties,432,96,33,6,567,2025,8,6.878306878
28/08/2025,Child,Paed Haematology,312,46,4,0,362,2025,8,1.104972376
28/08/2025,Child,Small Volume Specialties,529,143,24,13,709,2025,8,5.218617772
28/08/2025,Child,Rheumatology,280,143,81,147,651,2025,8,35.02304147
28/08/2025,Child,Plastic Surgery,875,254,104,118,1351,2025,8,16.43227239
28/08/2025,Child,Pain Relief,48,15,2,0,65,2025,8,3.076923077
28/08/2025,Child,Paediatrics,12537,3485,1129,462,17612,2025,8,9.033613445
28/08/2025,Child,Paediatric Urology,785,555,191,2,1533,2025,8,12.58969341
28/08/2025,Child,Paediatric Surgery,1453,232,45,2,1732,2025,8,2.713625866
28/08/2025,Child,Paediatric Respiratory Medicine,763,416,195,83,1457,2025,8,19.08030199
28/08/2025,Child,Paediatric Neurosurgery,77,2,0,0,79,2025,8,0
28/08/2025,Child,Paediatric Neurology,849,413,290,221,1773,2025,8,28.82120699
28/08/2025,Child,Paediatric Infectious Diseases,28,0,2,2,33,2025,8,12.12121212
28/08/2025,Child,Paediatric ENT,2529,1253,806,648,5236,2025,8,27.76928953
28/08/2025,Child,Paediatric Dermatology,3105,1764,1311,1209,7389,2025,8,34.1047503
28/08/2025,Child,Paed Orthopaedic,1724,734,420,623,3501,2025,8,29.79148815
28/08/2025,Child,Paed Nephrology,239,142,64,91,536,2025,8,28.91791045
28/08/2025,Child,Paed Gastro-Enterol,526,190,102,132,950,2025,8,24.63157895
28/08/2025,Adult,Rheumatology,8850,2815,1414,621,13699,2025,8,14.85509891
28/08/2025,Child,Clinical Immunology,404,220,124,84,832,2025,8,25
28/08/2025,Adult,Radiotherapy,58,0,0,0,58,2025,8,0
28/08/2025,Adult,Geriatric Medicine,3754,549,167,30,4501,2025,8,4.376805154
28/08/2025,Adult,General Surgery,27883,4102,952,222,33159,2025,8,3.540516903
28/08/2025,Adult,General Medicine,7499,2793,1022,934,12248,2025,8,15.96995428
28/08/2025,Adult,Gastro-Intestinal Surgery,768,85,51,0,904,2025,8,5.64159292
28/08/2025,Adult,Gastro-Enterology,13934,4613,1248,432,20227,2025,8,8.305729965
28/08/2025,Adult,Endocrinology,10064,3892,2491,5925,22372,2025,8,37.61845164
28/08/2025,Adult,Dermatology,31447,13454,8047,6680,59628,2025,8,24.6981284
28/08/2025,Adult,Clinical Immunology,1749,1084,749,260,3842,2025,8,26.26236335
28/08/2025,Adult,Clinical (Medical) Genetics,977,693,501,862,3033,2025,8,44.93900429
28/08/2025,Adult,Chemical Pathology,50,30,2,0,82,2025,8,2.43902439
28/08/2025,Adult,Cardiology,24572,11073,3486,1742,40873,2025,8,12.79083992
28/08/2025,Adult,Cardio-Thoracic Surgery,347,48,22,15,431,2025,8,8.584686775
28/08/2025,Adult,Breast Surgery,3613,25,0,0,3638,2025,8,0
28/08/2025,Adult,Anaesthetics,33,5,2,0,40,2025,8,5
28/08/2025,Adult,Respiratory Medicine,13824,6433,3340,2177,25775,2025,8,21.40446169
28/08/2025,Adult,Gynaecology,27075,6007,948,51,34081,2025,8,2.931252017
28/08/2025,Adult,Haematology,7283,2880,1079,522,11764,2025,8,13.60931656
28/08/2025,Adult,Diabetes Mellitus,1510,261,89,17,1877,2025,8,5.647309536
28/08/2025,Adult,Infectious Diseases,1094,164,32,91,1381,2025,8,8.906589428
28/08/2025,Adult,Hepato-Biliary Surgery,104,45,24,2,175,2025,8,14.85714286
28/08/2025,Adult,Plastic Surgery,10157,2553,962,1965,15637,2025,8,18.71842425
28/08/2025,Adult,Pathology,54,35,38,61,188,2025,8,52.65957447
28/08/2025,Adult,Pain Relief,7452,4266,2066,1306,15089,2025,8,22.34740539
28/08/2025,Adult,Paediatrics,35,36,41,16,128,2025,8,44.53125
28/08/2025,Adult,Paed Cardiology,4,4,11,9,29,2025,8,68.96551724
28/08/2025,Adult,Otolaryngology (ENT),21662,8902,2870,2069,35502,2025,8,13.91189229
28/08/2025,Adult,Orthopaedics,41293,17463,7152,3352,69260,2025,8,15.166041
28/08/2025,Adult,Psychiatry,444,74,35,7,559,2025,8,7.513416816
28/08/2025,Adult,Oncology,788,13,6,3,810,2025,8,1.111111111
28/08/2025,Adult,Obstetrics,114,0,0,0,114,2025,8,0
28/08/2025,Adult,Neurosurgery,4896,3248,2354,649,11147,2025,8,26.93998385
28/08/2025,Adult,Neurology,11562,5357,3150,2582,22651,2025,8,25.30572602
28/08/2025,Adult,Nephrology,2915,821,223,109,4067,2025,8,8.163265306
28/08/2025,Adult,Metabolic Medicine,69,53,7,0,129,2025,8,5.426356589
28/08/2025,Adult,Maxillo-Facial,2491,624,117,9,3240,2025,8,3.888888889
28/08/2025,Adult,Ophthalmology,20276,8478,4752,4064,37571,2025,8,23.46490644
25/09/2025,Child,Paed Haematology,299,46,4,2,351,2025,9,1.709401709
25/09/2025,Child,Paed Gastro-Enterol,487,220,98,132,937,2025,9,24.54642476
25/09/2025,Child,Paed Endocrinology,540,194,64,2,800,2025,9,8.25
25/09/2025,Child,Paed Cardiology,2112,1023,128,112,3375,2025,9,7.111111111
25/09/2025,Child,Otolaryngology (ENT),4397,2297,823,423,7940,2025,9,15.69269521
25/09/2025,Child,Orthopaedics,1289,500,207,344,2340,2025,9,23.54700855
25/09/2025,Child,Ophthalmology,2074,663,261,365,3364,2025,9,18.60879905
25/09/2025,Child,Maxillo-Facial,233,98,23,0,354,2025,9,6.497175141
